dimension,value,issue_category,issue_count,written_denominator,issue_rate,primary_written_denominator,primary_conditional_rate,meets_minimum,threshold
category,construction_tools_safety,Product condition / mismatch,6,51,0.11764705882352941,21,0.2857142857142857,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,cool_stuff,Delivery waiting / non-receipt,74,1384,0.05346820809248555,355,0.2084507042253521,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,cool_stuff,Generic / Unclear,43,1384,0.03106936416184971,355,0.12112676056338029,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,cool_stuff,Incomplete order / missing units,30,1384,0.02167630057803468,355,0.08450704225352113,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,cool_stuff,Mixed / rating-text mismatch,41,1384,0.029624277456647398,355,0.11549295774647887,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,cool_stuff,Mixed resolution / service,86,1384,0.06213872832369942,355,0.24225352112676057,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,cool_stuff,Positive delivery mentions,357,1384,0.2579479768786127,355,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,cool_stuff,Positive generic mentions,292,1384,0.21098265895953758,355,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,cool_stuff,Positive product / overall mentions,380,1384,0.2745664739884393,355,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,cool_stuff,Product condition / mismatch,81,1384,0.05852601156069364,355,0.22816901408450704,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_garden,Delivery waiting / non-receipt,4,73,0.0547945205479452,15,0.26666666666666666,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_garden,Generic / Unclear,1,73,0.0136986301369863,15,0.06666666666666667,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_garden,Incomplete order / missing units,3,73,0.0410958904109589,15,0.2,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_garden,Mixed / rating-text mismatch,0,73,0.0,15,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_garden,Mixed resolution / service,4,73,0.0547945205479452,15,0.26666666666666666,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_garden,Positive delivery mentions,12,73,0.1643835616438356,15,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_garden,Positive generic mentions,19,73,0.2602739726027397,15,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_garden,Positive product / overall mentions,27,73,0.3698630136986301,15,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_garden,Product condition / mismatch,3,73,0.0410958904109589,15,0.2,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_tools,Delivery waiting / non-receipt,0,38,0.0,5,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_tools,Generic / Unclear,1,38,0.02631578947368421,5,0.2,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_tools,Incomplete order / missing units,0,38,0.0,5,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_tools,Mixed / rating-text mismatch,0,38,0.0,5,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_tools,Mixed resolution / service,2,38,0.05263157894736842,5,0.4,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_tools,Positive delivery mentions,18,38,0.47368421052631576,5,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_tools,Positive generic mentions,6,38,0.15789473684210525,5,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_tools,Positive product / overall mentions,9,38,0.23684210526315788,5,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,costruction_tools_tools,Product condition / mismatch,2,38,0.05263157894736842,5,0.4,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,diapers_and_hygiene,Delivery waiting / non-receipt,1,5,0.2,3,0.3333333333333333,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,diapers_and_hygiene,Generic / Unclear,0,5,0.0,3,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,diapers_and_hygiene,Incomplete order / missing units,2,5,0.4,3,0.6666666666666666,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,diapers_and_hygiene,Mixed / rating-text mismatch,0,5,0.0,3,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,diapers_and_hygiene,Mixed resolution / service,0,5,0.0,3,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,diapers_and_hygiene,Positive delivery mentions,1,5,0.2,3,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,diapers_and_hygiene,Positive generic mentions,0,5,0.0,3,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,diapers_and_hygiene,Positive product / overall mentions,1,5,0.2,3,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,diapers_and_hygiene,Product condition / mismatch,0,5,0.0,3,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,drinks,Delivery waiting / non-receipt,5,101,0.04950495049504951,31,0.16129032258064516,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,drinks,Generic / Unclear,6,101,0.0594059405940594,31,0.1935483870967742,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,drinks,Incomplete order / missing units,8,101,0.07920792079207921,31,0.25806451612903225,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,drinks,Mixed / rating-text mismatch,1,101,0.009900990099009901,31,0.03225806451612903,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,drinks,Mixed resolution / service,3,101,0.0297029702970297,31,0.0967741935483871,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,drinks,Positive delivery mentions,21,101,0.2079207920792079,31,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,drinks,Positive generic mentions,22,101,0.21782178217821782,31,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,drinks,Positive product / overall mentions,27,101,0.26732673267326734,31,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,drinks,Product condition / mismatch,8,101,0.07920792079207921,31,0.25806451612903225,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,dvds_blu_ray,Delivery waiting / non-receipt,0,17,0.0,4,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,dvds_blu_ray,Generic / Unclear,1,17,0.058823529411764705,4,0.25,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,dvds_blu_ray,Incomplete order / missing units,1,17,0.058823529411764705,4,0.25,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,dvds_blu_ray,Mixed / rating-text mismatch,0,17,0.0,4,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,dvds_blu_ray,Mixed resolution / service,2,17,0.11764705882352941,4,0.5,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,dvds_blu_ray,Positive delivery mentions,5,17,0.29411764705882354,4,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,dvds_blu_ray,Positive generic mentions,6,17,0.35294117647058826,4,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,dvds_blu_ray,Positive product / overall mentions,2,17,0.11764705882352941,4,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,dvds_blu_ray,Product condition / mismatch,0,17,0.0,4,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,electronics,Delivery waiting / non-receipt,85,966,0.08799171842650104,307,0.2768729641693811,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,electronics,Generic / Unclear,30,966,0.031055900621118012,307,0.09771986970684039,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,electronics,Incomplete order / missing units,29,966,0.030020703933747412,307,0.09446254071661238,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,electronics,Mixed / rating-text mismatch,20,966,0.020703933747412008,307,0.06514657980456026,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,electronics,Mixed resolution / service,89,966,0.09213250517598344,307,0.2899022801302932,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,electronics,Positive delivery mentions,233,966,0.2412008281573499,307,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,electronics,Positive generic mentions,192,966,0.19875776397515527,307,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,electronics,Positive product / overall mentions,234,966,0.2422360248447205,307,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,electronics,Product condition / mismatch,54,966,0.055900621118012424,307,0.1758957654723127,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashio_female_clothing,Delivery waiting / non-receipt,0,18,0.0,9,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashio_female_clothing,Generic / Unclear,3,18,0.16666666666666666,9,0.3333333333333333,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashio_female_clothing,Incomplete order / missing units,0,18,0.0,9,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashio_female_clothing,Mixed / rating-text mismatch,1,18,0.05555555555555555,9,0.1111111111111111,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashio_female_clothing,Mixed resolution / service,2,18,0.1111111111111111,9,0.2222222222222222,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashio_female_clothing,Positive delivery mentions,5,18,0.2777777777777778,9,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashio_female_clothing,Positive generic mentions,3,18,0.16666666666666666,9,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashio_female_clothing,Positive product / overall mentions,1,18,0.05555555555555555,9,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashio_female_clothing,Product condition / mismatch,3,18,0.16666666666666666,9,0.3333333333333333,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_bags_accessories,Delivery waiting / non-receipt,35,694,0.05043227665706052,172,0.20348837209302326,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_bags_accessories,Generic / Unclear,16,694,0.023054755043227664,172,0.09302325581395349,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_bags_accessories,Incomplete order / missing units,29,694,0.04178674351585014,172,0.1686046511627907,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_bags_accessories,Mixed / rating-text mismatch,19,694,0.027377521613832854,172,0.11046511627906977,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_bags_accessories,Mixed resolution / service,49,694,0.07060518731988473,172,0.28488372093023256,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_bags_accessories,Positive delivery mentions,120,694,0.1729106628242075,172,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_bags_accessories,Positive generic mentions,183,694,0.26368876080691644,172,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_bags_accessories,Positive product / overall mentions,219,694,0.31556195965417866,172,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_bags_accessories,Product condition / mismatch,24,694,0.0345821325648415,172,0.13953488372093023,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_childrens_clothes,Delivery waiting / non-receipt,0,1,0.0,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_childrens_clothes,Generic / Unclear,0,1,0.0,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_childrens_clothes,Incomplete order / missing units,0,1,0.0,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_childrens_clothes,Mixed / rating-text mismatch,0,1,0.0,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_childrens_clothes,Mixed resolution / service,0,1,0.0,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_childrens_clothes,Positive delivery mentions,0,1,0.0,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_childrens_clothes,Positive generic mentions,0,1,0.0,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_childrens_clothes,Positive product / overall mentions,1,1,1.0,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_childrens_clothes,Product condition / mismatch,0,1,0.0,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_male_clothing,Delivery waiting / non-receipt,4,57,0.07017543859649122,24,0.16666666666666666,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_male_clothing,Generic / Unclear,1,57,0.017543859649122806,24,0.041666666666666664,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_male_clothing,Incomplete order / missing units,9,57,0.15789473684210525,24,0.375,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_male_clothing,Mixed / rating-text mismatch,2,57,0.03508771929824561,24,0.08333333333333333,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_male_clothing,Mixed resolution / service,5,57,0.08771929824561403,24,0.20833333333333334,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_male_clothing,Positive delivery mentions,8,57,0.14035087719298245,24,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_male_clothing,Positive generic mentions,11,57,0.19298245614035087,24,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_male_clothing,Positive product / overall mentions,14,57,0.24561403508771928,24,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_male_clothing,Product condition / mismatch,3,57,0.05263157894736842,24,0.125,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_shoes,Delivery waiting / non-receipt,5,107,0.04672897196261682,25,0.2,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_shoes,Generic / Unclear,5,107,0.04672897196261682,25,0.2,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_shoes,Incomplete order / missing units,3,107,0.028037383177570093,25,0.12,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_shoes,Mixed / rating-text mismatch,2,107,0.018691588785046728,25,0.08,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_shoes,Mixed resolution / service,5,107,0.04672897196261682,25,0.2,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_shoes,Positive delivery mentions,21,107,0.19626168224299065,25,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_shoes,Positive generic mentions,29,107,0.27102803738317754,25,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_shoes,Positive product / overall mentions,32,107,0.29906542056074764,25,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_shoes,Product condition / mismatch,5,107,0.04672897196261682,25,0.2,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_sport,Delivery waiting / non-receipt,0,4,0.0,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_sport,Generic / Unclear,0,4,0.0,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_sport,Incomplete order / missing units,0,4,0.0,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_sport,Mixed / rating-text mismatch,0,4,0.0,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_sport,Mixed resolution / service,0,4,0.0,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_sport,Positive delivery mentions,1,4,0.25,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_sport,Positive generic mentions,2,4,0.5,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_sport,Positive product / overall mentions,1,4,0.25,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_sport,Product condition / mismatch,0,4,0.0,0,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_underwear_beach,Delivery waiting / non-receipt,5,48,0.10416666666666667,14,0.35714285714285715,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_underwear_beach,Generic / Unclear,3,48,0.0625,14,0.21428571428571427,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_underwear_beach,Incomplete order / missing units,0,48,0.0,14,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_underwear_beach,Mixed / rating-text mismatch,0,48,0.0,14,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_underwear_beach,Mixed resolution / service,4,48,0.08333333333333333,14,0.2857142857142857,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_underwear_beach,Positive delivery mentions,12,48,0.25,14,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_underwear_beach,Positive generic mentions,7,48,0.14583333333333334,14,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_underwear_beach,Positive product / overall mentions,15,48,0.3125,14,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fashion_underwear_beach,Product condition / mismatch,2,48,0.041666666666666664,14,0.14285714285714285,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fixed_telephony,Delivery waiting / non-receipt,7,89,0.07865168539325842,33,0.21212121212121213,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fixed_telephony,Generic / Unclear,3,89,0.033707865168539325,33,0.09090909090909091,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fixed_telephony,Incomplete order / missing units,7,89,0.07865168539325842,33,0.21212121212121213,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fixed_telephony,Mixed / rating-text mismatch,2,89,0.02247191011235955,33,0.06060606060606061,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fixed_telephony,Mixed resolution / service,5,89,0.056179775280898875,33,0.15151515151515152,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fixed_telephony,Positive delivery mentions,22,89,0.24719101123595505,33,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fixed_telephony,Positive generic mentions,13,89,0.14606741573033707,33,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fixed_telephony,Positive product / overall mentions,21,89,0.23595505617977527,33,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,fixed_telephony,Product condition / mismatch,9,89,0.10112359550561797,33,0.2727272727272727,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,flowers,Delivery waiting / non-receipt,1,11,0.09090909090909091,3,0.3333333333333333,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,flowers,Generic / Unclear,1,11,0.09090909090909091,3,0.3333333333333333,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,flowers,Incomplete order / missing units,0,11,0.0,3,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,flowers,Mixed / rating-text mismatch,0,11,0.0,3,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,flowers,Mixed resolution / service,1,11,0.09090909090909091,3,0.3333333333333333,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,flowers,Positive delivery mentions,4,11,0.36363636363636365,3,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,flowers,Positive generic mentions,1,11,0.09090909090909091,3,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,flowers,Positive product / overall mentions,3,11,0.2727272727272727,3,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,flowers,Product condition / mismatch,0,11,0.0,3,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food,Delivery waiting / non-receipt,13,133,0.09774436090225563,34,0.38235294117647056,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food,Generic / Unclear,4,133,0.03007518796992481,34,0.11764705882352941,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food,Incomplete order / missing units,4,133,0.03007518796992481,34,0.11764705882352941,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food,Mixed / rating-text mismatch,2,133,0.015037593984962405,34,0.058823529411764705,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food,Mixed resolution / service,7,133,0.05263157894736842,34,0.20588235294117646,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food,Positive delivery mentions,38,133,0.2857142857142857,34,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food,Positive generic mentions,28,133,0.21052631578947367,34,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food,Positive product / overall mentions,33,133,0.24812030075187969,34,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food,Product condition / mismatch,4,133,0.03007518796992481,34,0.11764705882352941,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food_drink,Delivery waiting / non-receipt,5,68,0.07352941176470588,11,0.45454545454545453,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food_drink,Generic / Unclear,0,68,0.0,11,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food_drink,Incomplete order / missing units,0,68,0.0,11,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food_drink,Mixed / rating-text mismatch,0,68,0.0,11,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food_drink,Mixed resolution / service,5,68,0.07352941176470588,11,0.45454545454545453,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food_drink,Positive delivery mentions,18,68,0.2647058823529412,11,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food_drink,Positive generic mentions,28,68,0.4117647058823529,11,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food_drink,Positive product / overall mentions,11,68,0.16176470588235295,11,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,food_drink,Product condition / mismatch,1,68,0.014705882352941176,11,0.09090909090909091,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_bedroom,Delivery waiting / non-receipt,0,31,0.0,6,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_bedroom,Generic / Unclear,0,31,0.0,6,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_bedroom,Incomplete order / missing units,0,31,0.0,6,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_bedroom,Mixed / rating-text mismatch,3,31,0.0967741935483871,6,0.5,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_bedroom,Mixed resolution / service,2,31,0.06451612903225806,6,0.3333333333333333,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_bedroom,Positive delivery mentions,10,31,0.3225806451612903,6,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_bedroom,Positive generic mentions,2,31,0.06451612903225806,6,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_bedroom,Positive product / overall mentions,13,31,0.41935483870967744,6,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_bedroom,Product condition / mismatch,1,31,0.03225806451612903,6,0.16666666666666666,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_decor,Delivery waiting / non-receipt,147,2246,0.06544968833481746,830,0.17710843373493976,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_decor,Generic / Unclear,81,2246,0.036064113980409616,830,0.09759036144578313,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_decor,Incomplete order / missing units,145,2246,0.06455921638468388,830,0.1746987951807229,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_decor,Mixed / rating-text mismatch,73,2246,0.03250222617987533,830,0.08795180722891566,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_decor,Mixed resolution / service,189,2246,0.08414959928762245,830,0.22771084337349398,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_decor,Positive delivery mentions,427,2246,0.19011576135351738,830,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_decor,Positive generic mentions,434,2246,0.19323241317898487,830,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_decor,Positive product / overall mentions,555,2246,0.2471059661620659,830,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_decor,Product condition / mismatch,195,2246,0.08682101513802315,830,0.23493975903614459,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_living_room,Delivery waiting / non-receipt,7,129,0.05426356589147287,51,0.13725490196078433,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_living_room,Generic / Unclear,6,129,0.046511627906976744,51,0.11764705882352941,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_living_room,Incomplete order / missing units,8,129,0.06201550387596899,51,0.1568627450980392,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_living_room,Mixed / rating-text mismatch,5,129,0.03875968992248062,51,0.09803921568627451,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_living_room,Mixed resolution / service,12,129,0.09302325581395349,51,0.23529411764705882,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_living_room,Positive delivery mentions,22,129,0.17054263565891473,51,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_living_room,Positive generic mentions,21,129,0.16279069767441862,51,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_living_room,Positive product / overall mentions,35,129,0.2713178294573643,51,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_living_room,Product condition / mismatch,13,129,0.10077519379844961,51,0.2549019607843137,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_mattress_and_upholstery,Delivery waiting / non-receipt,1,16,0.0625,6,0.16666666666666666,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_mattress_and_upholstery,Generic / Unclear,0,16,0.0,6,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_mattress_and_upholstery,Incomplete order / missing units,0,16,0.0,6,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_mattress_and_upholstery,Mixed / rating-text mismatch,1,16,0.0625,6,0.16666666666666666,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_mattress_and_upholstery,Mixed resolution / service,4,16,0.25,6,0.6666666666666666,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_mattress_and_upholstery,Positive delivery mentions,2,16,0.125,6,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_mattress_and_upholstery,Positive generic mentions,4,16,0.25,6,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_mattress_and_upholstery,Positive product / overall mentions,4,16,0.25,6,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,furniture_mattress_and_upholstery,Product condition / mismatch,0,16,0.0,6,,False,"written>=100 and issue>=20; descriptive, no significance ranking"
category,garden_tools,Delivery waiting / non-receipt,88,1433,0.061409630146545706,394,0.2233502538071066,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,garden_tools,Generic / Unclear,33,1433,0.023028611304954642,394,0.08375634517766498,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,garden_tools,Incomplete order / missing units,72,1433,0.05024424284717376,394,0.18274111675126903,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,garden_tools,Mixed / rating-text mismatch,29,1433,0.020237264480111653,394,0.07360406091370558,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,garden_tools,Mixed resolution / service,124,1433,0.08653175157013258,394,0.3147208121827411,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,garden_tools,Positive delivery mentions,340,1433,0.23726448011165388,394,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,garden_tools,Positive generic mentions,319,1433,0.2226099092812282,394,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
category,garden_tools,Positive product / overall mentions,380,1433,0.26517794836008374,394,,True,"written>=100 and issue>=20; descriptive, no significance ranking"
